State,FY,COLI,EMI,HECA,ARRA,StateSupport,FinancialAid,NetTuition,FTEStudents,state_abbrev,state_fips,stateid
NEW YORK,2010,1.37099,.933848,.854095,154834665,4734362896,549773000,2389185067,572355,NY,36,32
NEW YORK,2011,1.37099,.933848,.872126,281943267,4853050799,525556000,2480299392,578830,NY,36,32
NEW YORK,2012,1.37099,.933848,.888038,14349474,4460361173,586042000,2634627928,577136,NY,36,32
NEW YORK,2013,1.37099,.933848,.904348,0,4728407235,594958000,2795146195,571693,NY,36,32
NEW YORK,2014,1.37099,.933848,.9232359999999999,0,4940438959,612472260,2973033601,565719,NY,36,32
NEW YORK,2015,1.37099,.933848,.938934,0,5163263919,651894506,3133439662,566235,NY,36,32
NEW YORK,2016,1.37099,.933848,.9554,0,5257363841,662318922,3323391026,556098,NY,36,32
NEW YORK,2017,1.37099,.933848,.97698,0,5410017034,668216000,3338559762,549948,NY,36,32
NEW YORK,2018,1.37099,.933848,1,0,5599492501,746241089,3373333699,545107,NY,36,32
NORTH CAROLINA,2010,.891095,.970419,.854095,137815944,3499776164,133351783,1053765151,420956,NC,37,33
NORTH CAROLINA,2011,.891095,.970419,.872126,119220719,3518166926,161439804,1145838052,425779,NC,37,33
NORTH CAROLINA,2012,.891095,.970419,.888038,0,3335411843,127100000,1380824421,412349,NC,37,33
NORTH CAROLINA,2013,.891095,.970419,.904348,0,3505790023,144455208,1477803911,410622,NC,37,33
NORTH CAROLINA,2014,.891095,.970419,.9232359999999999,0,3366855039,124923919,1581152790,402199,NC,37,33
NORTH CAROLINA,2015,.891095,.970419,.938934,0,3411139693,125930498,1637846159,391990,NC,37,33
NORTH CAROLINA,2016,.891095,.970419,.9554,0,3573152805,126971515,1753612650,388322,NC,37,33
NORTH CAROLINA,2017,.891095,.970419,.97698,0,3673804850,125930498,1822114020,389604,NC,37,33
NORTH CAROLINA,2018,.891095,.970419,1,0,3791874168,125930498,1870188257,392138,NC,37,33
NORTH DAKOTA,2010,.97914,.980365,.854095,0,310486389,8257953,234927459,37716,ND,38,34
NORTH DAKOTA,2011,.97914,.980365,.872126,0,309371187,9891622,241030434,37915,ND,38,34
NORTH DAKOTA,2012,.97914,.980365,.888038,0,341760422,11240688,256395406,37503,ND,38,34
NORTH DAKOTA,2013,.97914,.980365,.904348,0,341124027,13181540,263864824,37122,ND,38,34
NORTH DAKOTA,2014,.97914,.980365,.9232359999999999,0,406864294,13616834,271820562,36863,ND,38,34
NORTH DAKOTA,2015,.97914,.980365,.938934,0,407157307,13423736,276730327,36801,ND,38,34
NORTH DAKOTA,2016,.97914,.980365,.9554,0,402612681,15632535,285595025,36165,ND,38,34
NORTH DAKOTA,2017,.97914,.980365,.97698,0,416601079,15738927,296601267,35728,ND,38,34
NORTH DAKOTA,2018,.97914,.980365,1,0,355489706,15539761,301991284,34963,ND,38,34
OHIO,2010,.867874,1.032161,.854095,281022236,2207215591,64010412,2606164053,447494,OH,39,35
OHIO,2011,.867874,1.032161,.872126,287802662,2215387869,68632712,2744416423,460747,OH,39,35
OHIO,2012,.867874,1.032161,.888038,0,1936781775,57209081,2979346316,423509,OH,39,35
OHIO,2013,.867874,1.032161,.904348,0,1968621818,65853305,3019540212,400796,OH,39,35
OHIO,2014,.867874,1.032161,.9232359999999999,0,2027846790,66617722,3033417583,401856,OH,39,35
OHIO,2015,.867874,1.032161,.938934,0,2051814922,71912864,3075911250,393845,OH,39,35
OHIO,2016,.867874,1.032161,.9554,0,2147008413,80005960,3090883426,388777,OH,39,35
OHIO,2017,.867874,1.032161,.97698,0,2225679307,78394818,3110142112,390840,OH,39,35
OHIO,2018,.867874,1.032161,1,0,2220202715,84461274,3160055150,387109,OH,39,35
OKLAHOMA,2010,.875614,.987832,.854095,68792477,1178402594,90966419,491708038,142024,OK,40,36
OKLAHOMA,2011,.875614,.987832,.872126,59794986,1131784924,93311527,544525158,150171,OK,40,36
OKLAHOMA,2012,.875614,.987832,.888038,0,1031875940,98512300,591943835,146518,OK,40,36
OKLAHOMA,2013,.875614,.987832,.904348,0,1033909734,98512300,644369783,144138,OK,40,36
OKLAHOMA,2014,.875614,.987832,.9232359999999999,0,1042251566,93792540,689429761,145401,OK,40,36
OKLAHOMA,2015,.875614,.987832,.938934,0,1043569891,98576404,719148935,136311,OK,40,36
OKLAHOMA,2016,.875614,.987832,.9554,0,916110328,97482774,752620259,134960,OK,40,36
OKLAHOMA,2017,.875614,.987832,.97698,0,852382503,99168140,811893616,133682,OK,40,36
OKLAHOMA,2018,.875614,.987832,1,0,813796506,103413807,853920705,131083,OK,40,36
OREGON,2010,1.050737,1.038804,.854095,47645677,685866795,77826889,753048670,160037,OR,41,37
OREGON,2011,1.050737,1.038804,.872126,23177977,647722878,16394446,966002243,168374,OR,41,37
OREGON,2012,1.050737,1.038804,.888038,0,561925278,39252334,1050594717,165094,OR,41,37
OREGON,2013,1.050737,1.038804,.904348,0,576528298,47474140,1110791005,160939,OR,41,37
OREGON,2014,1.050737,1.038804,.9232359999999999,0,626948641,56841011,1289871951,155418,OR,41,37
OREGON,2015,1.050737,1.038804,.938934,0,666048138,52670906,1273396339,149100,OR,41,37
OREGON,2016,1.050737,1.038804,.9554,0,770867501,59382861,1242371710,144148,OR,41,37
OREGON,2017,1.050737,1.038804,.97698,0,811653793,78392114,1258257418,144148,OR,41,37
OREGON,2018,1.050737,1.038804,1,0,835208051,77931891,1304684751,142723,OR,41,37
PENNSYLVANIA,2010,.997523,1.062161,.854095,96403000,1725794863,212579758,3288017259,371286,PA,42,38
PENNSYLVANIA,2011,.997523,1.062161,.872126,96379000,1731374473,188877577,3546637211,374997,PA,42,38
PENNSYLVANIA,2012,.997523,1.062161,.888038,0,1401117414,247092276,3383828425,369046,PA,42,38
PENNSYLVANIA,2013,.997523,1.062161,.904348,0,1388968820,230740794,3599042396,364468,PA,42,38
PENNSYLVANIA,2014,.997523,1.062161,.9232359999999999,0,1405548159,234674000,3676049675,358820,PA,42,38
PENNSYLVANIA,2015,.997523,1.062161,.938934,0,1441136871,216128475,3827265795,355062,PA,42,38
PENNSYLVANIA,2016,.997523,1.062161,.9554,0,1431841604,230288859,3950276832,350598,PA,42,38
PENNSYLVANIA,2017,.997523,1.062161,.97698,0,1488556815,209895723,4130361958,348838,PA,42,38
PENNSYLVANIA,2018,.997523,1.062161,1,0,1519167567,196789648,4175404885,344704,PA,42,38
RHODE ISLAND,2010,1.134912,.9416909999999999,.854095,859007,153104074,8430978,244119310,32071,RI,44,39
RHODE ISLAND,2011,1.134912,.9416909999999999,.872126,7176272,158443823,7463641,252953891,31724,RI,44,39
RHODE ISLAND,2012,1.134912,.9416909999999999,.888038,20036870,175683425,8305732,258789949,31729,RI,44,39
RHODE ISLAND,2013,1.134912,.9416909999999999,.904348,0,156563306,9217110,272944370,31699,RI,44,39
RHODE ISLAND,2014,1.134912,.9416909999999999,.9232359999999999,0,161089305,7494124,270245659,31506,RI,44,39
RHODE ISLAND,2015,1.134912,.9416909999999999,.938934,0,168136070,4533425,277234057,31547,RI,44,39
RHODE ISLAND,2016,1.134912,.9416909999999999,.9554,0,178544483,8167500,285155909,30757,RI,44,39
RHODE ISLAND,2017,1.134912,.9416909999999999,.97698,0,185699767,7717813,281878220,30246,RI,44,39
RHODE ISLAND,2018,1.134912,.9416909999999999,1,0,196360147,10679468,309699334,30316,RI,44,39
SOUTH CAROLINA,2010,.937536,1.029141,.854095,103286779,931569404,239458445,986897823,171727.11,SC,45,40
SOUTH CAROLINA,2011,.937536,1.029141,.872126,113757660,834955978,244079132,1122513957,172374.53,SC,45,40
SOUTH CAROLINA,2012,.937536,1.029141,.888038,0,766006874,250890780,1232205845,173447.59,SC,45,40
SOUTH CAROLINA,2013,.937536,1.029141,.904348,0,816163506,271448389,1283364069,178240.09,SC,45,40
SOUTH CAROLINA,2014,.937536,1.029141,.9232359999999999,0,814180695,274537598,1318386826,174816.45,SC,45,40
SOUTH CAROLINA,2015,.937536,1.029141,.938934,0,873069120,243352871,1442871931,174642.98,SC,45,40
SOUTH CAROLINA,2016,.937536,1.029141,.9554,0,926786299,259904068,1499805702,171202.4,SC,45,40
SOUTH CAROLINA,2017,.937536,1.029141,.97698,0,988836077,269576159,1563862646,167414.21,SC,45,40
SOUTH CAROLINA,2018,.937536,1.029141,1,0,1017396973,281590739,1771564133,164401.92,SC,45,40
SOUTH DAKOTA,2010,.914316,.977262,.854095,11474935,198009646,3218600,202241805,32323.6,SD,46,41
SOUTH DAKOTA,2011,.914316,.977262,.872126,11365508,195958985,4234600,220782102,33313,SD,46,41
SOUTH DAKOTA,2012,.914316,.977262,.888038,0,180333709,3637100,247689117,33540,SD,46,41
SOUTH DAKOTA,2013,.914316,.977262,.904348,0,195533183,3734486,257079016,32945,SD,46,41
SOUTH DAKOTA,2014,.914316,.977262,.9232359999999999,0,207046993,4007741,274788089,33658.9,SD,46,41
SOUTH DAKOTA,2015,.914316,.977262,.938934,0,216424082,5158782,284451161,33937.6,SD,46,41
SOUTH DAKOTA,2016,.914316,.977262,.9554,0,217175559,7060503,293301861,33674.5,SD,46,41
SOUTH DAKOTA,2017,.914316,.977262,.97698,0,237394669,7494261,292590262,32294.9,SD,46,41
SOUTH DAKOTA,2018,.914316,.977262,1,0,232716904,9003074,297310903,32898.8,SD,46,41
TENNESSEE,2010,.875614,1.00529,.854095,165092900,1576715876,261477410,725831090,190286,TN,47,42
TENNESSEE,2011,.875614,1.00529,.872126,0,1576667913,273115417,825307775,201378,TN,47,42
TENNESSEE,2012,.875614,1.00529,.888038,0,1329799005,276154344,939248900,201734.7,TN,47,42
TENNESSEE,2013,.875614,1.00529,.904348,0,1367575784,279135741,997406770,196096.8,TN,47,42
TENNESSEE,2014,.875614,1.00529,.9232359999999999,0,1500244699,269004560,1066458036,190485.4,TN,47,42
TENNESSEE,2015,.875614,1.00529,.938934,0,1494713962,272092551,1101868418,185315.69,TN,47,42
TENNESSEE,2016,.875614,1.00529,.9554,0,1553428543,305501505,1132898144,185543.04,TN,47,42
TENNESSEE,2017,.875614,1.00529,.97698,0,1641850206,324820503,1140300318,185512.91,TN,47,42
TENNESSEE,2018,.875614,1.00529,1,0,1747248385,345258739,1161363335,184975.57,TN,47,42
TEXAS,2010,.921088,1.018771,.854095,326907500,6655974961,262865493,3358202985,863475,TX,48,43
TEXAS,2011,.921088,1.018771,.872126,0,6186388741,267241087,3813170718,943694,TX,48,43
TEXAS,2012,.921088,1.018771,.888038,0,6389838452,230186508,3795933014,1013647,TX,48,43
TEXAS,2013,.921088,1.018771,.904348,0,6266805348,225229708,4297132872,1019173,TX,48,43
TEXAS,2014,.921088,1.018771,.9232359999999999,0,6858605266,180189992,4396541173,1010936,TX,48,43
TEXAS,2015,.921088,1.018771,.938934,0,6759272260,266677649,4604766878,1010334,TX,48,43
TEXAS,2016,.921088,1.018771,.9554,0,7339189836,221148399,4919388155,1020366,TX,48,43
TEXAS,2017,.921088,1.018771,.97698,0,7518277822,274459757,5216491783,1034453,TX,48,43
TEXAS,2018,.921088,1.018771,1,0,7407209586,261773449,5414481724,1052885,TX,48,43
UTAH,2010,.953017,1.043229,.854095,57966800,741524000,12160300,464400349,118446,UT,49,44
UTAH,2011,.953017,1.043229,.872126,37975100,731630122,14557500,541725864,125073,UT,49,44
UTAH,2012,.953017,1.043229,.888038,0,725643437,11390500,598688859,126594,UT,49,44
UTAH,2013,.953017,1.043229,.904348,0,745446100,13107300,619075717,123851,UT,49,44
UTAH,2014,.953017,1.043229,.9232359999999999,0,795036400,13361700,642402471,119692,UT,49,44
UTAH,2015,.953017,1.043229,.938934,0,883979912,15866100,671912361,120352,UT,49,44
UTAH,2016,.953017,1.043229,.9554,0,929315814,15557500,716136209,122066,UT,49,44
UTAH,2017,.953017,1.043229,.97698,0,973948229,21804500,742019725,123075,UT,49,44
UTAH,2018,.953017,1.043229,1,0,1021097146,21263600,778430045,125550,UT,49,44
VERMONT,2010,1.137815,.986188,.854095,0,81881869,9007028,274528240,21778,VT,50,45
VERMONT,2011,1.137815,.986188,.872126,495811,83156403,8067436,287048565,22548,VT,50,45
VERMONT,2012,1.137815,.986188,.888038,84006,78602094,8958773,302517354,21791,VT,50,45
VERMONT,2013,1.137815,.986188,.904348,0,78493637,8772036,307098044,21259,VT,50,45
VERMONT,2014,1.137815,.986188,.9232359999999999,0,81831127,8929740,304676795,20903,VT,50,45
VERMONT,2015,1.137815,.986188,.938934,0,80723094,8692762,315529547,20639,VT,50,45
VERMONT,2016,1.137815,.986188,.9554,0,81394294,9668943,329297689,20447,VT,50,45
VERMONT,2017,1.137815,.986188,.97698,0,82840444,9888773,342663295,20782,VT,50,45
VERMONT,2018,1.137815,.986188,1,0,85471292,9642555,346459207,20713,VT,50,45
VIRGINIA,2010,.991718,1.060593,.854095,75016418,1720204203,145577862,1828423523,312598,VA,51,46
VIRGINIA,2011,.991718,1.060593,.872126,201734434,1827926000,145727862,2070199829,321965,VA,51,46
VIRGINIA,2012,.991718,1.060593,.888038,0,1540865971,158793490,2527671135,325517,VA,51,46
VIRGINIA,2013,.991718,1.060593,.904348,0,1619495459,167154564,2409965534,320481,VA,51,46
VIRGINIA,2014,.991718,1.060593,.9232359999999999,0,1687888513,177493786,2368914404,318166,VA,51,46
VIRGINIA,2015,.991718,1.060593,.938934,0,1716447759,177493788,2519457058,314066,VA,51,46
VIRGINIA,2016,.991718,1.060593,.9554,0,1768223956,186374399,2800214150,310368,VA,51,46
VIRGINIA,2017,.991718,1.060593,.97698,0,1958216687,213548062,2832987449,305307,VA,51,46
VIRGINIA,2018,.991718,1.060593,1,0,1916511260,214898062,2947936754,303300,VA,51,46
WASHINGTON,2010,1.088471,.978647,.854095,100662000,1633134029,203312708,813477549,254867,WA,53,47
WASHINGTON,2011,1.088471,.978647,.872126,0,1554549647,208036264,994744736,261485,WA,53,47
WASHINGTON,2012,1.088471,.978647,.888038,0,1324915507,245789848,1132833152,253902,WA,53,47
WASHINGTON,2013,1.088471,.978647,.904348,0,1372931230,289635770,1278143360,248273,WA,53,47
WASHINGTON,2014,1.088471,.978647,.9232359999999999,0,1538016655,290684345,1333430655,245011,WA,53,47
WASHINGTON,2015,1.088471,.978647,.938934,0,1539186000,294247770,1378863784,242221,WA,53,47
WASHINGTON,2016,1.088471,.978647,.9554,0,1730396000,283978917,1372283574,240788,WA,53,47
WASHINGTON,2017,1.088471,.978647,.97698,0,1838466567,267773203,1317667259,239481,WA,53,47
WASHINGTON,2018,1.088471,.978647,1,0,1863946789,280344000,1374175981,237289,WA,53,47
WEST VIRGINIA,2010,.90851,1.098115,.854095,32463356,512023354,73074134,375925805,78798,WV,54,48
WEST VIRGINIA,2011,.90851,1.098115,.872126,34594800,523995613,72595206,403962472,81116,WV,54,48
WEST VIRGINIA,2012,.90851,1.098115,.888038,158781,534382333,79201670,426592343,80193,WV,54,48
WEST VIRGINIA,2013,.90851,1.098115,.904348,0,540957475,80921471,420616885,78458,WV,54,48
WEST VIRGINIA,2014,.90851,1.098115,.9232359999999999,0,506812924,80052164,476797146,76202,WV,54,48
WEST VIRGINIA,2015,.90851,1.098115,.938934,0,500087938,79185518,476846513,72765,WV,54,48
WEST VIRGINIA,2016,.90851,1.098115,.9554,0,477219418,78107963,497854571,71026,WV,54,48
WEST VIRGINIA,2017,.90851,1.098115,.97698,0,475032141,80491083,499157018,69938.5,WV,54,48
WEST VIRGINIA,2018,.90851,1.098115,1,0,462371577,80536045,512180922,68746,WV,54,48
WISCONSIN,2010,.935601,1.027993,.854095,0,1213611307,78466742,1004222753,237403,WI,55,49
WISCONSIN,2011,.935601,1.027993,.872126,0,1293558993,107498705,1054881991,240625,WI,55,49
WISCONSIN,2012,.935601,1.027993,.888038,0,1072706681,110657145,1156408923,233284,WI,55,49
WISCONSIN,2013,.935601,1.027993,.904348,0,1127019916,115697401,1216018562,229463,WI,55,49
WISCONSIN,2014,.935601,1.027993,.9232359999999999,0,1076167922,117030299,1257366916,223777,WI,55,49
WISCONSIN,2015,.935601,1.027993,.938934,0,1563321661,117031938,1255218834,219490,WI,55,49
WISCONSIN,2016,.935601,1.027993,.9554,0,1433406014,114313490,1289063320,217856,WI,55,49
WISCONSIN,2017,.935601,1.027993,.97698,0,1436976868,117003944,1318006579,213143,WI,55,49
WISCONSIN,2018,.935601,1.027993,1,0,1471293886,115308043,1334685432,211610,WI,55,49
WYOMING,2010,.973335,.897549,.854095,0,307863715,25949256,43630907,25587,WY,56,50
WYOMING,2011,.973335,.897549,.872126,40508405,384142924,25478419,47813616,26391.5,WY,56,50
WYOMING,2012,.973335,.897549,.888038,0,336853978,26149104,54335426,26174,WY,56,50
WYOMING,2013,.973335,.897549,.904348,0,382436460,26366047,58504472,25669,WY,56,50
WYOMING,2014,.973335,.897549,.9232359999999999,0,349773047,26093309,60354917,24986,WY,56,50
WYOMING,2015,.973335,.897549,.938934,0,374015659,26658436,63795835,24041.3,WY,56,50
WYOMING,2016,.973335,.897549,.9554,0,416424253,28683012,59434380,23811.9,WY,56,50
WYOMING,2017,.973335,.897549,.97698,0,379528242,28287388,63351845,23300,WY,56,50
WYOMING,2018,.973335,.897549,1,0,370894422,28707475,75379286,22699,WY,56,50
