stateid,fips,state,statename,year,academicyear,stapr,netuit_fte,netuit,fte,gsp,pc_income,state_pop_total,state_pop_1824,pop4_white_nh_1824,pop4_black_nh_1824,pop4_aina_nh_1824,pop4_api_nh_1824,pop4_hispanic_1824,state_ug_merit,state_grad_merit,state_unc_merit,state_total_merit,state_ug_need,state_grad_need,state_unc_need,state_total_need,ugradmerit,region_compact,locx,locy,_ID,_CX,_CY,state_ug_need1,state_ug_merit1,unrate,stapr_fte,stapr_fte2,r,wt,lnnetuit,lnstapr,lnfte,lnpc_income,lnnetuit_lnstapr,lnnetuit_lnfte,lnnetuit_lnpc_income,lnstapr_lnfte,lnstapr_lnpc_income,lnfte_lnpc_income,lnnetuit_2,lnstapr_2,lnfte_2,lnpc_income_2,state_abbrev,state_fips,tuitset,_est_model1,_est_model2,state_needFTE,eps,_est_N,_est_M,state_name,P,C1,C2,T2
Florida,12,FL,Florida,2004,2005,3069614373,2177.7129,1088795465,499972,635525.5,33744,17415318,1573346,836027,321424,5541,42794,367560,271600000,0,940000,272540000,93820000,0,5980000,99790000,Yes,SREB,27.8333,-81.717003,Florida,27.8333,-81.717003,93820000,271600000,4.6,6139.5728,37694352,-2245.7212,.7624709947385868,20.808338,21.844818,13.122308,10.426558,227.27718,136.5267,108.47967,143.32721,113.88313,68.410248,216.49347,238.59804,86.097481,54.356552,FL,12,Legislature,1,1,199.59117,-1423.391235845507,0,1,FLORIDA,1,1,0,
Florida,12,FL,Florida,2005,2006,3460995962,1757.0333,886699196,504657,696741.125,35962,17842038,1614399,849122,329770,5515,44585,385407,308880000,0,1260000,310140000,101870000,0,5980000,107850000,Yes,SREB,27.8333,-81.717003,Florida,27.8333,-81.717003,101870000,308880000,3.7,6858.1152,47033744,-2701.7073,.6311145332760195,20.603016,21.964823,13.131635,10.490218,226.2708,135.27563,108.06506,144.21701,115.20789,68.876854,212.24213,241.22672,86.219917,55.022339,FL,12,Legislature,1,1,213.7095,-1889.831285337933,0,1,FLORIDA,1,1,0,
Florida,12,FL,Florida,2006,2007,3660407608,1794.3038,911375337,507927,744464.1875,38414,18166990,1652892,857520,337757,5539,46425,405651,349900000,0,1760000,351660000,134330000,0,7980000,142300000,Yes,SREB,27.8333,-81.717003,Florida,27.8333,-81.717003,134330000,349900000,3.2,7206.5625,51934544,-2959.7007,.5588102909762243,20.630465,22.02084,13.138093,10.556177,227.15007,135.52248,108.88942,144.65591,116.22794,69.344017,212.80803,242.45869,86.304741,55.716438,FL,12,Legislature,1,1,280.15836,-1904.45116202212,0,1,FLORIDA,1,1,0,
Florida,12,FL,Florida,2007,2008,4183690420,1791.8142,928313873,518086,768661,39545,18367842,1687966,867476,344670,5606,48092,422122,383560000,0,2130000,385690016,149520000,0,5980000,155490000,Yes,SREB,27.8333,-81.717003,Florida,27.8333,-81.717003,149520000,383560000,4,8075.2817,65210176,-2783.5823,.5910865635531417,20.64888,22.154459,13.157897,10.585195,228.73238,135.84792,109.28621,145.75305,117.25463,69.63945,213.18813,245.41003,86.565125,56.02317,FL,12,Legislature,1,1,300.12393,-1927.270983739591,0,1,FLORIDA,1,1,0,
Florida,12,FL,Florida,2008,2009,4242610865,1944.0067,1051287717,540784,750501.625,39240,18527305,1717154,872598,352078,5482,49388,437608,433620000,0,1990000,435609984,148670000,0,5620000,154290000,Yes,SREB,27.8333,-81.717003,Florida,27.8333,-81.717003,148670000,433620000,6.3,7845.2964,61548676,-2671.9788,.6276788421713686,20.773281,22.168446,13.200775,10.577452,230.25568,137.11171,109.86419,146.32033,117.24283,69.815277,215.7646,245.71999,87.130234,55.941242,FL,12,Legislature,1,1,285.30798,-1768.200074539943,0,1,FLORIDA,1,1,0,
Florida,12,FL,Florida,2009,2010,3903375928,1566.2296,884861764,564963,724582.2,36580,18652644,1731012,869998,356587,5338,50507,448582,427750016,0,1990000,429740000,146280000,0,4190000,150470000,Yes,SREB,27.8333,-81.717003,Florida,27.8333,-81.717003,146280000,427750016,10.4,6909.0825,47735420,-2984.8435,.5509330626415386,20.600943,22.085108,13.244515,10.507257,227.48701,136.42474,108.22969,146.25328,116.02695,69.581764,212.19942,243.87599,87.708595,55.201221,FL,12,Legislature,1,1,266.33603,-2117.805943572069,0,1,FLORIDA,1,1,0,
Florida,12,FL,Florida,2010,2011,3773762288,1994.0411,1210873504,607246,737791.1,38513,18846461,1744695,865893,362488,5327,51863,459124,427380000,0,2010000,429390016,150360000,0,4020000,154380000,Yes,SREB,27.8333,-81.717003,Florida,27.8333,-81.717003,150360000,427380000,11.1,6214.5527,38620664,-3301.2249,.4904524774611569,20.914608,22.051338,13.316689,10.558751,230.59755,139.25667,110.41607,146.82541,116.4173,70.303802,218.71042,243.13075,88.667107,55.743614,FL,12,Legislature,1,1,254.22975,-1661.936858184263,0,1,FLORIDA,1,1,0,
Florida,12,FL,Florida,2011,2012,3933622748,2446.249,1556597170,636320,746787.5,40128,19097369,1772338,867955,374568,5541,53584,470690,337560000,0,2000000,339560000,146630000,0,4620000,151250000,Yes,SREB,27.8333,-81.717003,Florida,27.8333,-81.717003,146630000,337560000,10,6181.8311,38215036,-3177.1765,.5373585682563556,21.165768,22.092827,13.363457,10.59983,233.80582,141.4239,112.17677,147.61827,117.0901,70.82518,223.99486,244.04649,89.290985,56.178196,FL,12,Legislature,1,1,237.69487,-1193.107559373319,0,1,FLORIDA,1,1,0,
Florida,12,FL,Florida,2012,2013,3456853469,2761.4749,1771336975,641446,769309.1,40976,19341327,1785840,865943,381779,5730,54918,477470,318143008,0,2000000,320143008,146669008,0,6702000,153371008,Yes,SREB,27.8333,-81.717003,Florida,27.8333,-81.717003,146669008,318143008,8.5,5389.1572,29043016,-3498.0425,.4750711239341349,21.295,21.963625,13.37148,10.620742,233.8577,142.37283,113.08435,146.84308,116.63499,71.007515,226.73851,241.20041,89.398239,56.400078,FL,12,Legislature,1,1,239.10197,-851.6522160941263,0,1,FLORIDA,1,1,0,
Florida,12,FL,Florida,2013,2014,3181324499,3090.9214,1913833608,619179,800704.1,40627,19584927,1791939,858571,385591,5706,56199,485872,310622016,0,3000000,313622016,145300992,0,7000000,152302000,Yes,SREB,27.8333,-81.717003,Florida,27.8333,-81.717003,145300992,310622016,7.2,5137.9722,26398758,-3261.7688,.5533225461101803,21.372374,21.880564,13.336149,10.612188,233.81979,142.51259,113.40382,145.90123,116.10033,70.762863,228.38918,239.37953,88.926437,56.309269,FL,12,Legislature,1,1,245.97411,-522.7998856535401,0,1,FLORIDA,1,1,0,
Florida,12,FL,Florida,2014,2015,3749161403,3146.5112,1913789975,608226,839706,43227,19897747,1783983,845210,383992,5732,57423,491626,270083008,0,3000000,273083008,159266000,0,7000000,166266000,Yes,SREB,27.8333,-81.717003,Florida,27.8333,-81.717003,159266000,270083008,6.3,6164.0928,37996040,-3081.1626,.5826770750210749,21.372351,22.044798,13.318302,10.674221,235.57457,142.32172,114.0666,146.79964,117.65553,71.081253,228.38869,242.98656,88.688583,56.969498,FL,12,Legislature,1,1,273.36221,-526.2850999806442,0,1,FLORIDA,1,1,0,
Florida,12,FL,Florida,2015,2016,4000482990,3226.2522,1939616348,601198,894044,45452,20268567,1766981,825847,378901,5727,58477,498029,243904000,0,3500000,247404000,159085008,0,7000000,166085008,Yes,SREB,27.8333,-81.717003,Florida,27.8333,-81.717003,159085008,243904000,5.5,6654.1855,44278184,-3158.6829,.5553654960734661,21.385756,22.10968,13.30668,10.724412,236.41611,142.2867,114.67483,147.10321,118.55666,71.353157,228.67526,244.41898,88.533859,57.506508,FL,12,Legislature,1,1,276.25674,-459.2107360263508,0,1,FLORIDA,1,1,0,
Florida,12,FL,Florida,2016,2017,4146151091,3278.9675,1962986686,598660,938370.3125,46208,20656589,1750515,807706,372552,5617,59458,505182,225716000,0,3500000,229216000,159990992,0,7000000,166990992,Yes,SREB,27.8333,-81.717003,Florida,27.8333,-81.717003,159990992,225716000,4.8,6925.7192,47965588,-3109.6099,.5650525094746406,21.397734,22.145447,13.302449,10.740909,236.93118,142.32114,114.91555,147.29434,118.93111,71.440193,228.9315,245.2104,88.477577,57.683559,FL,12,Legislature,1,1,278.94128,-413.7438893598282,0,1,FLORIDA,1,1,0,
Georgia,13,GA,Georgia,1990,1991,983300000,1348.5686,220700000,163655,140646.1,17835,6512602,742027,491284,218685,1626,9707,20725,16320000,0,,16320000,5170000,0,,5170000,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,5170000,16320001,5.5,6008.3711,36100524,-100.06842,.9997859688743839,19.212315,20.706425,12.005516,9.7889185,198.90918,115.32687,94.03389,124.29565,101.34675,58.760509,184.55652,214.37801,72.066208,47.911461,GA,13,System Board,1,1,31.590847,-2075.223220525107,0,1,GEORGIA,0,1,0,
Georgia,13,GA,Georgia,1991,1992,1023300000,1369.7697,241200000,176088,147759.796875,18322,6653005,738547,483137,220207,1573,10886,22744,15580000,0,,15580000,4800000,0,,4800000,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,4800000,15580001,5.2,5811.2988,33771196,-288.08487,.9991959910707929,19.301138,20.746298,12.078739,9.8158579,200.21358,116.5667,94.728615,125.29456,101.82136,59.281593,186.26697,215.20444,72.947968,48.175533,GA,13,System Board,1,1,27.259098,-2026.397686161033,0,1,GEORGIA,0,1,0,
Georgia,13,GA,Georgia,1992,1993,977600000,1453.6418,280800000,193170,160061.796875,19360,6817203,739550,477837,222140,1600,12348,25625,19430000,0,,19430000,4950000,0,,4950000,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,4950000,19430000,6.9,5060.8271,25611972,-871.61206,.9751115888693462,19.453154,20.700611,12.171326,9.8709641,201.34608,118.38534,96.010689,125.97694,102.1675,60.071358,189.21259,214.25764,74.070587,48.717964,GA,13,System Board,1,1,25.625097,-1851.823595153394,0,1,GEORGIA,0,1,0,
Georgia,13,GA,Georgia,1993,1994,1046200000,1532.4976,304400000,198630,171658.90625,20087,6978240,743491,474084,225692,1579,13874,28262,32140000,0,,32140000,26850000,0,,26850000,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,26850000,32140000,6,5267.0796,27742128,-799.12128,.9799398170022706,19.533854,20.768431,12.199199,9.9078283,202.84373,119.14868,96.769035,126.67911,102.88503,60.433784,190.78572,215.66386,74.410225,49.082531,GA,13,System Board,1,1,135.17595,-1940.569866093841,0,1,GEORGIA,0,1,0,
Georgia,13,GA,Georgia,1994,1995,1178800000,1628.8976,330000000,202591,187995.59375,21090,7157165,748695,468295,231602,1570,15341,31887,111410000,0,,111410000,5150000,0,,5150000,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,5150000,111410000,5.2,5818.6196,33856336,-555.31573,.9921542221749753,19.614603,20.887762,12.218945,9.9565544,204.85258,119.83488,97.646935,127.6132,103.98507,60.829292,192.36633,218.14931,74.651306,49.566486,GA,13,System Board,1,1,25.420675,-1766.127488005175,0,1,GEORGIA,0,1,0,
Georgia,13,GA,Georgia,1995,1996,1319300000,1665.1133,346600000,208154,203397.09375,22235,7328413,752180,459263,236737,1638,16659,37883,160460000,0,,160460000,4760000,0,,4760000,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,4760000,160460000,4.8,6338.0957,40171456,-439.97916,.995370353760465,19.663681,21.000366,12.246034,10.009423,206.47224,120.40105,98.411057,128.5856,105.10078,61.287868,193.33017,220.50769,74.982674,50.094276,GA,13,System Board,1,1,22.867685,-1789.236275362381,0,1,GEORGIA,0,1,0,
Georgia,13,GA,Georgia,1996,1997,1439200000,1735.2314,369200000,212767,219989,23475,7501069,754421,449661,240718,1667,17520,44855,183700000,0,,183700000,2170000,0,,2170000,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,2170000,183700000,4.7,6764.207,45754496,-378.06406,.996635613929865,19.726849,21.087353,12.267953,10.063691,207.99352,121.00403,99.262459,129.34932,106.1083,61.730446,194.57428,222.33823,75.251335,50.638939,GA,13,System Board,1,1,10.19895,-1760.945111509372,0,1,GEORGIA,0,1,0,
Georgia,13,GA,Georgia,1997,1998,1644300000,1920.0316,417100000,217236,242596.203125,24404,7685099,768863,447717,246744,1693,18683,54026,208150000,0,,208150000,1060000,0,,1060000,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,1060000,208150000,4.6,7569.1875,57292600,24.301153,.9988042338924931,19.848837,21.220581,12.288739,10.102502,210.60193,121.95859,100.26146,130.3871,107.19048,62.073505,196.98816,225.15652,75.506554,51.030273,GA,13,System Board,1,1,4.8794861,-1674.237466647466,0,1,GEORGIA,0,1,0,
Georgia,13,GA,Georgia,1998,1999,1754700000,2021.1249,449100000,222203,264894.90625,26084,7863536,791927,452488,254965,1844,19631,62999,220880000,0,,220880000,470000,0,,470000,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,470000,220880000,4.3,7896.833,62359972,-49.876892,.9998145132786016,19.922756,21.285564,12.311347,10.169077,212.03355,122.63799,101.29802,131.02698,108.22727,62.597519,198.45811,226.53763,75.78463,51.705063,GA,13,System Board,1,1,2.1151829,-1613.866495653243,0,1,GEORGIA,0,1,0,
Georgia,13,GA,Georgia,1999,2000,1558400000,2271.6677,394977127,173871,288994.3125,27193,8045965,817242,456419,263102,1977,20889,74855,240460000,0,,240460000,0,0,,0,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,1,240460000,3.9,8962.9668,80334776,408.9245,.9856777838339271,19.794338,21.166925,12.066069,10.210715,209.49265,119.41992,101.05717,127.70079,108.06473,61.601597,195.90791,224.01936,72.795006,52.129353,GA,13,System Board,1,1,0,-1499.767393643131,0,1,GEORGIA,0,1,0,
Georgia,13,GA,Georgia,2000,2001,1878989551,1753.7889,303245882,172909,307611.59375,28783,8227303,844819,461498,271112,2188,22374,87647,311000000,0,,311000000,0,0,,0,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,1,311000000,3.6,10866.928,118090120,121.24935,.999872107538913,19.530054,21.354,12.060521,10.26754,208.52238,117.77132,100.2628,128.77019,109.62653,61.915943,190.7115,227.99666,72.728088,52.711189,GA,13,System Board,1,1,0,-2262.356394737909,0,1,GEORGIA,0,1,0,
Georgia,13,GA,Georgia,2001,2002,2240837869,1722.795,404853376,234998,318753,29692,8377038,866190,470482,280579,2306,23847,88976,360660000,0,,360660000,1540000,0,,1540000,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,1540000,360660000,4,9535.5615,90926936,-428.97662,.9875216435535021,19.819035,21.530115,12.367332,10.298633,213.35304,122.5543,102.05448,133.13504,110.86537,63.683308,196.39706,231.77293,76.475456,53.030918,GA,13,System Board,1,1,6.5532475,-2119.829729265989,0,1,GEORGIA,0,1,0,
Georgia,13,GA,Georgia,2002,2003,2252290027,1435.2694,372547125,259566,326929.59375,30044,8508256,877530,473687,286765,2396,25639,89043,395780000,0,0,395780000,1500000,0,0,1500000,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,1500000,395780000,5,8677.1377,75292720,-1078.4005,.9280520169451471,19.735874,21.535213,12.466766,10.310418,212.50813,123.02126,101.74255,134.23724,111.01852,64.268784,194.75237,231.88271,77.710129,53.152363,GA,13,System Board,1,1,5.7788773,-2299.254035188932,0,1,GEORGIA,0,1,0,
Georgia,13,GA,Georgia,2003,2004,2255442203,1179.7247,334323378,283391,340410.59375,30724,8622793,883347,474987,290889,2393,26833,88245,430489984,0,0,430489984,1460000,0,0,1460000,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,1460000,430489984,4.8,7958.7642,63341928,-1754.0842,.8186912414589591,19.627619,21.536612,12.554583,10.332799,211.3562,123.20828,101.40412,135.19159,111.26674,64.861992,192.6217,231.91281,78.808769,53.383366,GA,13,System Board,1,1,5.1518927,-2463.938548930378,0,1,GEORGIA,0,1,0,
Georgia,13,GA,Georgia,2004,2005,2286875768,1213.4395,351147525,289382,364255.1875,31869,8769252,904353,483394,299155,2466,28458,90880,457529984,0,0,457529984,1520000,0,0,1520000,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,1520000,457529984,4.8,7902.6191,62451388,-1964.2151,.776692983456764,19.676718,21.550453,12.575503,10.369389,212.02109,123.72231,102.01777,135.50389,111.73251,65.200142,193.58661,232.21101,79.07164,53.762112,GA,13,System Board,1,1,5.2525725,-2423.148628051566,0,1,GEORGIA,1,1,0,
Georgia,13,GA,Georgia,2005,2006,2401023417,1211.5773,357846616,295356,386785,33243,8925922,898133,478145,298588,2412,29052,89936,460209984,0,3800000,464010016,1400000,0,0,1400000,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,1400000,460209984,5.3,8129.2524,66084744,-2132.8604,.7361651266796716,19.695616,21.599161,12.595937,10.411599,212.70439,124.04237,102.53143,136.03084,112.4409,65.571922,193.95863,233.26189,79.328812,54.200699,GA,13,System Board,1,1,4.7400427,-2453.577928469989,0,1,GEORGIA,1,1,0,
Georgia,13,GA,Georgia,2006,2007,2577257057,1661.8943,486361672,292655,402144.59375,34609,9155813,915634,480564,308914,2460,30758,92938,479420000,0,6000000,485410016,1310000,0,0,1310000,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,1310000,479420000,4.7,8806.4688,77553888,-1679.0664,.8336140763562789,20.002462,21.669992,12.58675,10.451869,216.72661,125.883,104.53156,136.3774,113.24596,65.777534,200.04926,234.79428,79.213135,54.620785,GA,13,System Board,1,1,4.4762607,-2089.064112762669,0,1,GEORGIA,1,1,0,
Georgia,13,GA,Georgia,2007,2008,2712115241,1864.8396,555265322,297755,415131.90625,35443,9349988,928910,483086,315876,2457,31602,95889,496180000,0,0,496180000,1490000,0,0,1490000,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,1490000,496180000,4.5,9108.5469,82965624,-1528.98,.8620539347083027,20.134956,21.720995,12.604026,10.475681,218.67564,126.89075,105.46369,136.88599,113.77111,66.017876,202.70824,235.90082,79.430733,54.869949,GA,13,System Board,1,1,5.0041142,-1924.308496321589,0,1,GEORGIA,1,1,0,
Georgia,13,GA,Georgia,2008,2009,2894394612,2041.5465,634428961,310759,412911.90625,35113,9504843,948921,488173,326370,2499,32918,98961,565229952,0,0,565229952,1370000,0,0,1370000,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,1370000,565229952,6.2,9313.9531,86749720,-1220.205,.9126292611983577,20.268236,21.786041,12.646773,10.466327,220.78232,128.16389,106.06699,137.76157,114.00991,66.182632,205.4007,237.3158,79.970436,54.771996,GA,13,System Board,1,1,4.4085608,-1773.76551806386,0,1,GEORGIA,1,1,0,
Georgia,13,GA,Georgia,2009,2010,2830699771,1955.1968,646908139,330866,407024.5,34028,9620846,967705,492547,334522,2517,34261,103858,671640000,0,0,671640000,1300000,0,0,1300000,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,1300000,671640000,9.9,8555.4268,73195328,-1368.6466,.8952280886577508,20.287714,21.76379,12.709469,10.434939,220.76877,128.92303,105.85053,138.3031,113.55192,66.311272,205.79567,236.83128,80.765297,54.443981,GA,13,System Board,1,1,3.9290831,-1763.927045698969,0,1,GEORGIA,1,1,0,
Georgia,13,GA,Georgia,2010,2011,2901920841,2392.2681,886890347,370732,416883.8,34527,9712696,975115,490455,340596,2530,35499,106035,766979968,0,0,766979968,1470000,0,0,1470000,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,1470000,766979968,10.5,7827.5435,61270436,-1327.8979,.9144045834721216,20.603231,21.788639,12.823235,10.449497,224.45819,132.10004,107.64671,139.70041,113.84016,66.998177,212.24657,237.37239,82.217674,54.595997,GA,13,System Board,1,1,3.9651284,-1234.435477667791,0,1,GEORGIA,1,1,0,
Georgia,13,GA,Georgia,2011,2012,2886340235,2295.48,885171541,385615,429574,36685,9810595,992263,494019,354484,2665,36898,104197,561020032,0,0,561020032,0,0,0,0,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,1,561020032,10.2,7485.0313,56025692,-1993.9595,.7996439556573839,20.601292,21.783255,12.862595,10.510123,224.38159,132.49303,108.26105,140.09459,114.47234,67.593727,212.2066,237.2551,82.723167,55.231346,GA,13,System Board,1,1,0,-1286.000648099115,0,1,GEORGIA,1,1,0,
Georgia,13,GA,Georgia,2012,2013,2640046563,3412.7927,1293462054,379004,444132.2,37146,9911171,1010840,499285,366568,2864,38554,103569,535992000,0,0,535992000,0,0,0,0,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,1,535992000,9.199999999999999,6965.7485,48521652,-1217.9518,.9487307995977136,20.980589,21.694063,12.845302,10.522612,227.57712,134.75099,110.38529,139.33339,114.1391,67.583061,220.09256,235.31619,82.500885,55.362679,GA,13,System Board,1,1,0,-101.9461009693359,0,1,GEORGIA,1,1,0,
Georgia,13,GA,Georgia,2013,2014,2562406525,4114.9912,1460776556,354989,460585.1,37435,9981773,1010276,496560,369448,2897,39757,101614,569924032,0,0,569924032,0,0,0,0,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,1,569924032,8.199999999999999,7218.27,52103424,-445.59351,.9995943512048366,21.102234,21.664213,12.779842,10.530361,228.58165,134.84161,111.10707,138.43262,114.06599,67.288177,222.65213,234.66907,81.662186,55.444252,GA,13,System Board,1,1,0,567.7965791497254,0,1,GEORGIA,1,1,0,
Georgia,13,GA,Georgia,2014,2015,2726441657,4302.3965,1496085224,347733,484915.40625,39615,10083850,1011971,494078,370819,2963,41025,103086,616094016,0,0,616094016,0,0,0,0,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,1,616094016,7.1,7840.6182,61475292,-387.54568,.9998911963777692,21.126118,21.726263,12.759191,10.586963,229.49579,134.77608,111.83071,138.60477,115.00757,67.540535,223.15642,236.01526,81.398476,56.041889,GA,13,System Board,1,1,0,675.2133683460956,0,1,GEORGIA,1,1,0,
Georgia,13,GA,Georgia,2015,2016,2838097073,4578.4819,1576485793,344325,512693.8125,41532,10199533,1009674,489793,369524,3019,42458,104880,688310016,0,0,688310016,0,0,0,0,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,1,688310016,6,8242.4951,67938728,-308.40283,.9998866896880027,21.178465,21.766399,12.749341,10.634219,230.48946,135.00574,112.60822,138.75363,115.73433,67.789642,224.26369,236.88808,81.27285,56.543308,GA,13,System Board,1,1,0,899.6468143984757,0,1,GEORGIA,1,1,0,
Georgia,13,GA,Georgia,2016,2017,2977800269,4828.2842,1668872288,345645,538237.5,42657,10313620,1003327,482286,367137,2952,43249,107703,728853056,0,0,728853056,0,0,0,0,Yes,SREB,32.986599,-83.648697,Georgia,32.986599,-83.648697,1,728853056,5.4,8615.1982,74221640,-127.13308,.9967226503473328,21.235415,21.814451,12.753167,10.660947,231.61946,135.40939,113.19481,139.10167,116.28135,67.980415,225.47142,237.93513,81.32164,56.827892,GA,13,System Board,1,1,0,1101.546679320773,0,1,GEORGIA,1,1,0,
Hawaii,15,HI,Hawaii,1990,1991,301200000,776.37012,22000000,28337,32534.3,22433,1113491,121956,32138,5877,592,72904,10445,0,0,,0,610000,0,,610000,No,WICHE,21.1098,-157.5311,Hawaii,21.1098,-157.5311,610000,1,2.7,10629.213,112980168,1453.4884,.9519305186853437,16.906553,19.523285,10.251924,10.018289,165.03572,86.662346,84.687363,100.07561,97.794952,51.353363,142.91577,190.57933,52.550968,50.183052,HI,15,System Board,1,1,21.526627,-2375.181914999889,1,0,HAWAII,0,1,1,All Other WICHE States
Hawaii,15,HI,Hawaii,1991,1992,311900000,734.06738,22000000,29970,34356.69921875,23253,1136754,118617,31329,5989,608,70237,10454,0,0,,0,660000,0,,660000,No,WICHE,21.1098,-157.5311,Hawaii,21.1098,-157.5311,660000,1,2.9,10407.074,108307192,1201.8031,.9749088700084477,16.906553,19.558193,10.307952,10.05419,165.33081,87.135971,84.990845,100.80246,98.320892,51.819054,142.91577,191.26146,53.126938,50.543365,HI,15,System Board,1,1,22.022022,-2390.457838595037,1,0,HAWAII,0,1,1,All Other WICHE States
Hawaii,15,HI,Hawaii,1992,1993,317900000,912.45618,28100000,30796,36129.5,24542,1158613,116610,30095,6204,581,69438,10292,0,0,,0,720000,0,,720000,No,WICHE,21.1098,-157.5311,Hawaii,21.1098,-157.5311,720000,1,4.3,10322.77,106559568,1112.2632,.9799101092207904,17.151279,19.577248,10.33514,10.108141,167.88742,88.63044,86.683777,101.1668,98.944786,52.234528,147.08319,191.63431,53.407562,51.087257,HI,15,System Board,1,1,23.37966,-2201.044459527822,1,0,HAWAII,0,1,1,All Other WICHE States
Hawaii,15,HI,Hawaii,1993,1994,344000000,971.26923,31000000,31917,36732.3984375,25133,1172838,114605,28171,5687,589,70120,10038,0,0,,0,750000,0,,750000,No,WICHE,21.1098,-157.5311,Hawaii,21.1098,-157.5311,750000,1,4.5,10777.955,116164312,1163.5245,.9772009907122784,17.249498,19.656153,10.370894,10.131937,169.52939,89.446365,87.385414,101.92594,99.577454,52.538624,148.7726,193.18217,53.777725,51.328075,HI,15,System Board,1,1,23.498449,-2196.460703695541,1,0,HAWAII,0,1,1,All Other WICHE States
Hawaii,15,HI,Hawaii,1994,1995,347200000,985.77454,32500000,32969,37394.8984375,25400,1187536,113145,26435,5587,533,70644,9946,0,0,,0,730000,0,,730000,No,WICHE,21.1098,-157.5311,Hawaii,21.1098,-157.5311,730000,1,5.5,10531.104,110904160,1071.4513,.9827980615150685,17.296751,19.665411,10.403323,10.142505,170.07385,89.971848,87.716187,102.29282,99.728264,52.757877,149.58879,193.3642,54.114567,51.4352,HI,15,System Board,1,1,22.142012,-2153.530049969886,1,0,HAWAII,0,1,1,All Other WICHE States
Hawaii,15,HI,Hawaii,1995,1996,358400000,943.73541,31500000,33378,37763.1015625,25788,1196854,112475,24720,5282,473,72115,9885,0,0,,0,500000,0,,500000,No,WICHE,21.1098,-157.5311,Hawaii,21.1098,-157.5311,500000,1,5.9,10737.611,115296296,1001.673,.9878069040965453,17.265497,19.697161,10.415652,10.157664,170.04063,89.91571,87.68856,102.57939,100.03857,52.899349,149.04869,193.98907,54.242905,51.589073,HI,15,System Board,1,1,14.979927,-2226.321224085098,1,0,HAWAII,0,1,1,All Other WICHE States
Hawaii,15,HI,Hawaii,1996,1997,313800000,1021.1569,33400000,32708,38124.6015625,25665,1203755,112217,22978,5106,446,73158,10529,0,0,,0,380000,0,,380000,No,WICHE,21.1098,-157.5311,Hawaii,21.1098,-157.5311,380000,1,6.3,9593.9834,92044520,803.26648,.9941923772724295,17.324066,19.564266,10.395375,10.152884,169.46632,90.045082,87.944611,101.68894,99.316856,52.771519,150.06163,191.38025,54.031914,51.540524,HI,15,System Board,1,1,11.617952,-2009.94055625193,1,0,HAWAII,0,1,1,All Other WICHE States
Hawaii,15,HI,Hawaii,1997,1998,351127000,1668.1356,51100000,30633,37654.8984375,26334,1211640,113193,21952,5091,444,74656,11050,0,0,,0,590000,0,,590000,No,WICHE,21.1098,-157.5311,Hawaii,21.1098,-157.5311,590000,1,6.2,11462.377,131386088,1759.2714,.9050743611713309,17.749294,19.676659,10.329833,10.178617,174.6234,91.673622,90.331627,101.6283,100.14058,52.571705,157.51872,193.58545,53.352726,51.802116,HI,15,System Board,1,1,19.260275,-1586.011595344323,1,0,HAWAII,0,1,1,All Other WICHE States
